1  20.4
2  7.30
3  1.46
4  1.60
5  1.31
6  1.74
7  0.852
8  1.82
9  1.41
10  1.91
11  2.91
12  2.13
13  0.529
14  0.360
15  2.85
16  1.24
17  2.06
18  3.06
19  3.14
20  2.06
21  1.45
22  2.43
