1  40.7
2  2.09
3  0.705
4  0.453
5  1.70
6  1.14
7  0.504
8  0.637
9  0.644
10  0.676
11  1.76
12  1.89
13  0.133
14  0.123
15  0.962
16  0.576
17  1.81
18  1.25
19  1.97
20  0.976
21  1.31
22  1.73
