1  3.04
2  0.496
3  0.463
4  0.304
5  0.882
6  0.862
7  0.958
8  0.707
9  1.12
10  1.12
11  1.61
12  1.01
13  0.179
14  0.382
15  1.61
16  1.35
17  1.40
18  1.07
19  2.01
20  2.04
21  1.77
22  1.71
