1 6.310e+0
2 1.685e+0
3 6.918e-1
4 4.642e-1
5 6.709e-1
6 6.709e-1
7 6.506e-1
8 7.134e-1
9 6.310e-1
10 6.310e-1
11 7.822e-1
12 8.066e-1
13 3.114e-1
14 8.066e-1
15 1.131e+0
16 1.202e+0
17 1.359e+0
18 9.404e-1
19 2.026e+0
20 1.278e+0
21 1.278e+0
22 1.131e+0
