1 2.95
2 0.45
3 0.69
4 0.26
5 1.50
6 1.19
7 1.12
8 0.84
9 1.11
10 0.80
11 2.91
12 1.63
13 0.19
14 0.45
15 1.35
16 0.90
17 1.78
18 1.12
19 2.88
20 2.99
21 1.55
22 2.84
