1  7.26
2  1.33
3  1.14
4  0.501
5  2.05
6  2.05
7  1.71
8  1.24
9  1.65
10  1.24
11  4.47
12  3.00
13  0.470
14  0.364
15  3.93
16  2.02
17  2.51
18  2.89
19  4.35
20  3.78
21  2.18
22  3.88
